ClienteCPF;ClienteNome;ClienteSobrenome;ClienteSexo;ClienteNascimento;ClienteEstadoCivil;ClienteRua;ClienteNumero;ClienteBairro;ClienteCEP;ClienteCidade;ClienteEstado;ClientePais;ClienteRendaAnual;ClienteTelefone;ClienteEmail
421.312.727-53;Lindsay;Xie;F;1985-02-12 00:00:00.000;S;JOSE GERALD ROLLIN FILHO;437;CENTRO;89223260;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0115;lindsay3@adventure-works.com
992.644.871-85;Willie;Zhao;M;1986-10-23 00:00:00.000;S;R. ORESTES GUIMARAES;1144;CENTRO;89201340;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0120;willie8@adventure-works.com
930.345.132-85;Kurt;Pal;M;1982-07-15 00:00:00.000;S;PALMARES;380;ATIRADORES;89227-473;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0117;kurt12@adventure-works.com
436.722.540-34;George;McDonald;M;1986-07-16 00:00:00.000;S;LAGES;210;CENTRO;89211450;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0150;george13@adventure-works.com
547.238.083-03;Beth;Gutierrez;F;1986-04-20 00:00:00.000;S;AQUIDABAN;297;ATIRADORES;89222360;JOINVILLE;SC;BRASIL;30000;1 (11) 500 555-0110;beth13@adventure-works.com
551.289.887-56;Ian;Lopez;M;1985-11-26 00:00:00.000;S;BENJAMIN CONSTANT;2796;COSTA E SILVA;89223130;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0182;ian27@adventure-works.com
914.780.336-65;Latoya;Shan;F;1983-05-20 00:00:00.000;C;R. INDEPENDENCIA;710;ANITA GARIBALDI;89223230;JOINVILLE;SC;br;20000;1 (11) 500 555-0122;latoya9@adventure-works.com
210.852.235-97;Colin;Nath;M;1985-11-19 00:00:00.000;S;31 DE OUTUBRO;191;PIRABEIRABA;89222060;JOINVILLE;SC;BRASIL;30000;1 (11) 500 555-0115;colin41@adventure-works.com
428.815.655-86;Brenda;Mehta;F;1986-07-17 00:00:00.000;S;OTTO BENACK;65;BOM RETIRO;89217200;JOINVILLE;SC;BRASIL;30000;1 (11) 500 555-0155;brenda17@adventure-works.com
938.659.876-26;Franklin;Raji;M;1984-12-21 00:00:00.000;S;R. PAQUETA;418;BOA VISTA;89211600;JOINVILLE;SC;BRASIL;40000;1 (11) 500 555-0180;franklin38@adventure-works.com
915.930.716-36;Linda;Navarro;F;1980-12-05 00:00:00.000;S;R. ALBANO SCHMIDT;1499;BOA VISTA;89225450;JOINVILLE;SC;BRASIL;40000;1 (11) 500 555-0189;linda25@adventure-works.com
245.310.095-90;Kelli;Cai;F;1986-05-07 00:00:00.000;S;R. DES. NELSON NUNES GUIMARAES;639;ATIRADORES;89222000;JOINVILLE;SC;BRASIL;40000;1 (11) 500 555-0145;kelli21@adventure-works.com
233.547.719-13;Nancy;Schmidt;F;1986-04-01 00:00:00.000;S;W B WITTITZ;47;ANITA GARIBALDI;89216310;JOINVILLE;SC;BRASIL;40000;1 (11) 500 555-0150;nancy13@adventure-works.com
458.422.208-47;Megan;Taylor;F;1985-07-15 00:00:00.000;S;ALBINO KOLBACH;51;COSTA E SILVA;89227-608;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0178;megan12@adventure-works.com
508.826.095-84;Bonnie;Goel;F;1986-10-18 00:00:00.000;S;TENENTE ANTONIO JOAO;2655;BOM RETIRO;89201265;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0143;bonnie25@adventure-works.com
681.490.599-03;Latoya;Xu;F;1986-02-14 00:00:00.000;S;PLACIDO OLIMPIO DE OLIVEIRA;1175;ANITA GARIBALDI;89211400;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0141;latoya4@adventure-works.com
723.687.478-76;Mario;She;M;1983-01-31 00:00:00.000;C;DOS GINASTICOS;140;CENTRO;89224021;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0156;mario0@adventure-works.com
841.405.245-26;Darren;Gill;M;1986-03-04 00:00:00.000;S;R. SERVIDAO MANUEL;2353;ITAUM;89225000;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0166;darren36@adventure-works.com
556.120.758-62;Jacqueline;Hayes;F;1985-10-23 00:00:00.000;S;PALMITOS;427;BOM RETIRO;89204030;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0162;jacqueline23@adventure-works.com
428.055.862-09;Maurice;Goel;M;1981-03-21 00:00:00.000;C;PRES. EPITACIO PESSOA;635;FLORESTA;89227250;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0179;maurice20@adventure-works.com
250.228.468-32;Devin;Ross;M;1984-09-03 00:00:00.000;S;SIMIRAMIS WAINRICH;70;AVENTUREIRO;89211110;JOINVILLE;SC;BRASIL;80000;1 (11) 500 555-0172;devin69@adventure-works.com
781.927.549-76;Sydney;Bryant;F;1982-10-07 00:00:00.000;S;R. DUQUE DE CAXIAS;86;CENTRO;89224050;JOINVILLE;SC;BRASIL;80000;1 (11) 500 555-0156;sydney40@adventure-works.com
304.332.045-30;Megan;Stewart;F;1980-04-13 00:00:00.000;S;HILARIO PRETI;454;AVENTUREIRO;89210190;JOINVILLE;SC;NULL;80000;1 (11) 500 555-0116;megan27@adventure-works.com
410.947.085-41;Ian;Richardson;M;1980-03-20 00:00:00.000;C;TRES FRONTEIRAS;69;PETROPOLIS;89216-300;JOINVILLE;SC;BRASIL;80000;1 (11) 500 555-0119;ian76@adventure-works.com
808.285.915-11;Randy;She;M;1982-03-08 00:00:00.000;S;Willibaldes Silveira de Souza;366;Jardim Sofia;89222490;JOINVILLE;SC;BRASIL;90000;1 (11) 500 555-0141;randy25@adventure-works.com
534.982.646-47;Katrina;Becker;F;1981-07-20 00:00:00.000;S;ITA;940;BOM RETIRO;89223200;JOINVILLE;SC;BRASIL;60000;1 (11) 500 555-0153;katrina19@adventure-works.com
370.559.838-11;Lacey;Zheng;F;1982-07-04 00:00:00.000;S;MARTINHO VAN BIENE;2269;AVENTUREIRO;89201000;JOINVILLE;SC;BRASIL;70000;1 (11) 500 555-0174;lacey32@adventure-works.com
762.315.146-10;Rafael;Hu;M;1983-12-21 00:00:00.000;S;RIO NEGRO;685;BOA VISTA;89223200;JOINVILLE;SC;BRASIL;90000;1 (11) 500 555-0159;rafael20@adventure-works.com
219.776.585-50;Kyle;Scott;M;1981-05-14 00:00:00.000;S;RUA CATHARINA BAUMER;211;VILA NOVA;89227500;JOINVILLE;SC;BRASIL;150000;1 (11) 500 555-0178;kyle43@adventure-works.com
313.703.368-83;Jordan;Turner;M;1983-04-25 00:00:00.000;S;R. GUSTAVO A. RICHARD;173;GUANABARA;89211006;JOINVILLE;SC;BRASIL;100000;1 (11) 500 555-0176;jordan59@adventure-works.com
976.175.361-77;Amy;Sun;F;1981-07-30 00:00:00.000;S;R. CAIBI;212;ITAUM;89210000;JOINVILLE;SC;BRASIL;110000;1 (11) 500 555-0111;amy19@adventure-works.com
590.043.358-54;Dustin;Deng;M;1983-10-18 00:00:00.000;S;CORONEL LUIZ PERINI;182;ITAUM;89201-600;JOINVILLE;SC;BRASIL;170000;1 (11) 500 555-0168;dustin1@adventure-works.com
079.979.828-95;Jasmine;Stewart;F;1982-08-01 00:00:00.000;S;R. GERONIMO COELHO;263;CENTRO;89216440;JOINVILLE;SC;BRASIL;80000;1 (11) 500 555-0165;jasmine22@adventure-works.com
760.086.256-36;Pamela;Garcia;F;1982-01-05 00:00:00.000;S;RUA ELZA MEINERT;178;COSTA E SILVA;89227200;JOINVILLE;SC;BRASIL;80000;1 (11) 500 555-0182;pamela18@adventure-works.com
494.633.806-18;Ariana;Gray;F;1981-05-02 00:00:00.000;S;RUA HENRIQUE COIMBRA;78;BOA VISTA;89212-120;JOINVILLE;SC;BRASIL;90000;1 (11) 500 555-0191;ariana5@adventure-works.com
232.822.403-60;Kristopher;Mehta;M;1981-03-07 00:00:00.000;C;JOAQUIM DE PAULA TAVARES;236;COSTA E SILVA;89211-460;JOINVILLE;SC;BRASIL;110000;1 (11) 500 555-0181;kristopher12@adventure-works.com
866.796.924-15;Desiree;Dominguez;F;1985-02-13 00:00:00.000;S;MARIA M. HASSELMANN;116;VILA NOVA;89224180;JOINVILLE;SC;BRASIL;110000;1 (11) 500 555-0133;desiree9@adventure-works.com
248.226.801-04;Deanna;Perez;F;1982-03-16 00:00:00.000;S;SERVIDAO BUCAREIM;993;BUCAREIN;89211-040;JOINVILLE;SC;BRASIL;120000;1 (11) 500 555-0191;deanna24@adventure-works.com
361.109.035-35;Marco;Lopez;M;1982-05-17 00:00:00.000;S;LUIZ BACHTOLD;528;COSTA E SILVA;89223130;JOINVILLE;SC;BRASIL;80000;1 (11) 500 555-0186;marco17@adventure-works.com
814.791.712-75;Casey;Yuan;F;1984-01-20 00:00:00.000;S;CORONEL LUIZ PERINI;80;ITAUM;89227130;JOINVILLE;SC;BRASIL;90000;1 (11) 500 555-0184;casey7@adventure-works.com
950.972.443-77;Bryant;Garcia;M;1982-06-21 00:00:00.000;S;R. GUAIANAZES;476;FLORESTA;89212320;JOINVILLE;SC;BRASIL;110000;1 (11) 500 555-0115;bryant14@adventure-works.com
339.205.631-44;Dominique;Prasad;F;1980-04-29 00:00:00.000;S;R. NOVA TRENTO;253;BOM RETIRO;89232040;JOINVILLE;SC;BRASIL;80000;1 (11) 500 555-0148;dominique7@adventure-works.com
911.398.665-94;Maurice;Shan;M;1980-09-07 00:00:00.000;S;DOS CICLISTAS;265;BOM RETIRO;89224070;JOINVILLE;SC;BRASIL;80000;1 (11) 500 555-0130;maurice11@adventure-works.com
049.891.354-32;Andre;Lopez;M;1983-02-02 00:00:00.000;S;LEOPOLDO FISCHER;185;ATIRADORES;89222323;JOINVILLE;SC;NULL;170000;1 (11) 500 555-0111;andre16@adventure-works.com
682.517.364-37;Robin;Romero;F;1981-04-12 00:00:00.000;S;R. PRINCESA MAFALDA;312;FLORESTA;89228820;JOINVILLE;SC;BRASIL;100000;1 (11) 500 555-0168;robin5@adventure-works.com
556.271.698-79;Taylor;Cox;F;1984-04-30 00:00:00.000;S;DR. PLACIDO OLIMPIO OLIVEIRA;1175;ANITA GARIBALDE;89201120;JOINVILLE;SC;NULL;160000;1 (11) 500 555-0125;taylor13@adventure-works.com
553.062.923-53;Alfredo;Moreno;M;1984-08-27 00:00:00.000;S;DESEMBARGADOR NELSON NUNES GUIMARAES;97;ATIRADORES;89213000;JOINVILLE;SC;BRASIL;90000;1 (11) 500 555-0166;alfredo7@adventure-works.com
275.988.915-66;Jenny;Nara;F;1982-10-03 00:00:00.000;S;JACOB RICHLIN;13;CENTRO;89232070;JOINVILLE;SC;BRASIL;130000;1 (11) 500 555-0164;jenny39@adventure-works.com
394.182.703-61;Janet;Munoz;F;1985-04-09 00:00:00.000;S;ALEXANDRE SCHLEMM;877;ANITA GARIBALDI;89225300;JOINVILLE;SC;BRASIL;90000;1 (11) 500 555-0148;janet12@adventure-works.com
659.602.917-36;Sergio;Weber;M;1986-04-28 00:00:00.000;S;R. ITAJAI;391;CENTRO;89232060;JOINVILLE;SC;BRASIL;80000;1 (11) 500 555-0178;sergio4@adventure-works.com
167.846.150-75;Erika;Gomez;F;1984-07-19 00:00:00.000;S;R. SALVADOR F. DOS REIS;36;BOA VISTA;89227017;JOINVILLE;SC;BRASIL;90000;1 (11) 500 555-0155;erika0@adventure-works.com
619.495.960-42;Joseph;Harris;M;1985-05-23 00:00:00.000;S;LAGES;43;CENTRO;89210200;JOINVILLE;SC;BRASIL;90000;1 (11) 500 555-0116;joseph20@adventure-works.com
288.974.249-76;Grace;Griffin;F;1985-06-10 00:00:00.000;S;JOAO THEIS;98;ATIRADORES;89201340;JOINVILLE;SC;BRASIL;60000;1 (11) 500 555-0170;grace67@adventure-works.com
945.556.255-76;Tina;Mehta;F;1985-02-02 00:00:00.000;S;BLUMENAU;123;CENTRO;89227437;JOINVILLE;SC;BRASIL;70000;1 (11) 500 555-0192;tina15@adventure-works.com
729.212.681-66;Kari;Kim;F;1980-04-03 00:00:00.000;S;RUA JACINTO MACHADO;162;ITAUM;89224115;JOINVILLE;SC;BRASIL;70000;1 (11) 500 555-0136;kari3@adventure-works.com
577.761.696-67;Bethany;Chander;F;1985-12-31 00:00:00.000;S;R. MARINHO LOBO;75;CENTRO;89225500;JOINVILLE;SC;NULL;70000;1 (11) 500 555-0179;bethany19@adventure-works.com
567.674.346-85;Jennifer;Roberts;F;1985-01-11 00:00:00.000;S;DESEMBARG. NELSON NUNES GUIMARÃES;97;ATIRADORES;89223280;JOINVILLE;SC;BRASIL;70000;1 (11) 500 555-0112;jennifer15@adventure-works.com
796.983.815-28;Kyle;Patterson;M;1984-12-14 00:00:00.000;S;ANTONIO NEVES;529;JARIVATUBA;89223075;JOINVILLE;SC;BRASIL;80000;1 (11) 500 555-0145;kyle5@adventure-works.com
567.259.961-48;Alvin;Hu;M;1985-02-21 00:00:00.000;S;RUA  PRES. WASHINGTON LUIZ;45;BOM RETIRO;89223120;JOINVILLE;SC;BRASIL;80000;1 (11) 500 555-0144;alvin19@adventure-works.com
525.169.751-83;Brett;Mehta;M;1985-01-31 00:00:00.000;S;ABDON BATISTA;298;CENTRO;89204010;JOINVILLE;SC;BRASIL;130000;1 (11) 500 555-0187;brett13@adventure-works.com
612.902.288-60;Ruben;Muñoz;M;1983-07-28 00:00:00.000;S;BAHIA;99;ANITA GARIBALDI;89224051;JOINVILLE;SC;BRASIL;70000;1 (11) 500 555-0142;ruben30@adventure-works.com
195.525.796-97;Erika;Rubio;F;1984-02-10 00:00:00.000;S;BARRIGA VERDE;762;BOM RETIRO;89211500;JOINVILLE;SC;NULL;80000;1 (11) 500 555-0159;erika18@adventure-works.com
207.004.903-35;Stanley;Malhotra;M;1982-02-13 00:00:00.000;S;PEDRO JOSE KREMER;499;AVENTUREIRO;89212450;JOINVILLE;SC;BRASIL;80000;1 (11) 500 555-0139;stanley5@adventure-works.com
828.326.880-57;Melinda;Navarro;F;1986-04-16 00:00:00.000;S;GUILHERME KLEIN;702;AVENTUREIRO;89211388;JOINVILLE;SC;BRASIL;80000;1 (11) 500 555-0145;melinda5@adventure-works.com
337.571.086-57;Ross;Sanz;M;1986-02-28 00:00:00.000;S;ARISTIDES PEREIRA;123;JARIVATUBA;89217100;JOINVILLE;SC;BRASIL;100000;1 (11) 500 555-0147;ross38@adventure-works.com
524.137.385-89;Jon;Gao;M;1986-01-31 00:00:00.000;S;PIRITIBA;390;COSTA E SILVA;89233023;JOINVILLE;SC;BRASIL;120000;1 (11) 500 555-0136;jon35@adventure-works.com
799.799.956-80;Jaime;Gutierrez;F;1985-11-14 00:00:00.000;S;RUA OTTO FREDERICO GUILHERME BRIETZIG;231;BOM RETIRO;89213000;JOINVILLE;SC;BRASIL;90000;1 (11) 500 555-0173;jaime12@adventure-works.com
013.387.595-32;Bianca;Liu;F;1986-06-12 00:00:00.000;S;TENENTE ANTONIO JOAO;2655;BOM RETIRO;89217-200;JOINVILLE;SC;BRASIL;100000;1 (11) 500 555-0179;bianca3@adventure-works.com
728.072.026-58;Tasha;Deng;F;1985-12-26 00:00:00.000;S;PLACIDO OLIMPIO DE OLIVEIRA;803;BUCAREIN;89208550;JOINVILLE;SC;BRASIL;80000;1 (11) 500 555-0171;tasha1@adventure-works.com
880.846.610-46;Melvin;Chande;M;1985-09-02 00:00:00.000;S;PROF. HUMBERTO ROHDEN;143;COSTA E SILVA;89227690;JOINVILLE;SC;BRASIL;90000;1 (11) 500 555-0121;melvin13@adventure-works.com
659.846.997-23;Victor;Jimenez;M;1984-09-10 00:00:00.000;S;ALEXANDRE DOHLER;301;CENTRO;89222330;JOINVILLE;SC;NULL;90000;1 (11) 500 555-0176;victor7@adventure-works.com
722.172.450-28;Laura;Lin;F;1980-10-31 00:00:00.000;S;R. MARIO TIMM 572;572;COSTA E SILVA;89210040;JOINVILLE;SC;BRASIL;110000;1 (11) 500 555-0151;laura14@adventure-works.com
982.511.002-08;Alisha;Beck;F;1985-09-21 00:00:00.000;S;R. RUI BARBOSA;1431;COSTA E SILVA;89216284;JOINVILLE;SC;BRASIL;110000;1 (11) 500 555-0169;alisha45@adventure-works.com
239.475.534-53;Alejandro;Huang;M;1985-12-15 00:00:00.000;S;ANTONIO PEREIRA MACEDO;121;FLORESTA;89201270;JOINVILLE;SC;BRASIL;90000;1 (11) 500 555-0112;alejandro8@adventure-works.com
539.999.755-10;Louis;Luo;M;1984-04-18 00:00:00.000;S;LAGES;157;CENTRO;89210110;JOINVILLE;SC;BRASIL;90000;1 (11) 500 555-0185;louis23@adventure-works.com
628.279.433-65;Grant;Tang;M;1983-04-06 00:00:00.000;S;HENRIQUE MIERS;226;COSTA E SILVA;89223-066;JOINVILLE;SC;BRASIL;150000;1 (11) 500 555-0195;grant6@adventure-works.com
263.480.823-23;Arturo;Zheng;M;1984-01-09 00:00:00.000;S;R. DOM BOSCO;577;BOM RETIRO;89204010;JOINVILLE;SC;BRASIL;170000;1 (11) 500 555-0154;arturo21@adventure-works.com
042.719.006-46;Jaclyn;Andersen;F;1985-05-27 00:00:00.000;S;ARISTIDES MANOEL AMARO;34;ITAUM;89211540;JOINVILLE;SC;BRASIL;40000;1 (11) 500 555-0126;jaclyn37@adventure-works.com
428.383.696-00;Edwin;Raji;M;1985-08-05 00:00:00.000;S;TIRADENTES;677;FLORESTA;89216660;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0143;edwin44@adventure-works.com
778.292.802-33;Jay;Suarez;M;1984-09-13 00:00:00.000;S;AFRANIO PEIXOTO;57;BOA VISTA;89204010;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0195;jay49@adventure-works.com
754.701.097-67;Latasha;Suarez;F;1985-08-16 00:00:00.000;S;GENERAL VALGAS NEVES;344;ATIRADORES;89210040;JOINVILLE;SC;BRASIL;30000;1 (11) 500 555-0180;latasha19@adventure-works.com
991.282.351-05;Kenneth;Kumar;M;1985-04-29 00:00:00.000;S;SEBASTIAO S DE BORBA;901;ESPINHEIROS;89211530;JOINVILLE;SC;BRASIL;60000;1 (11) 500 555-0153;kenneth7@adventure-works.com
404.106.285-86;Grace;Henderson;F;1984-11-04 00:00:00.000;S;LOURIVAL FRANCISCO RITA;80;COSTA E SILVA;89217210;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0164;grace52@adventure-works.com
460.033.095-07;Melvin;Xu;M;1985-04-11 00:00:00.000;S;RUA GUAIRA;2071;AVENTUREIRO;89223120;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0113;melvin5@adventure-works.com
610.571.603-81;Cesar;Subram;M;1984-07-25 00:00:00.000;S;R. CANOAS;794;JARDIM IRIRIU;89224110;JOINVILLE;SC;BRASIL;30000;1 (11) 500 555-0118;cesar12@adventure-works.com
642.153.561-48;Erika;Navarro;F;1984-03-10 00:00:00.000;S;CARAMURU;310;NOVA BRASILIA;89217220;JOINVILLE;SC;BRASIL;40000;1 (11) 500 555-0145;erika7@adventure-works.com
359.241.163-46;Tristan;Hughes;M;1985-12-11 00:00:00.000;S;R. OTTO GERKEN;70;ATIRADORES;89205040;JOINVILLE;SC;BRASIL;30000;1 (11) 500 555-0121;tristan12@adventure-works.com
040.215.513-44;Billy;Hernandez;M;1985-02-19 00:00:00.000;S;SEBASTIAO S BORBA;348;ESPINHEIROS;89217140;JOINVILLE;SC;BRASIL;30000;1 (11) 500 555-0121;billy5@adventure-works.com
969.773.925-02;Darryl;Wu;M;1986-07-20 00:00:00.000;S;ILHEUS;476;FLORESTA;89217220;JOINVILLE;SC;BRASIL;40000;1 (11) 500 555-0180;darryl6@adventure-works.com
685.567.548-34;Colleen;Ma;F;1987-03-23 00:00:00.000;S;R. VALDEMIRO ROSA;649;ADEMAR GARCIA;89201700;JOINVILLE;SC;BRASIL;40000;1 (11) 500 555-0160;colleen16@adventure-works.com
563.768.907-01;Erica;Hu;F;1986-07-30 00:00:00.000;S;PLINIO SEIFFERT;85;AVENTUREIRO;89216000;JOINVILLE;SC;BRASIL;40000;1 (11) 500 555-0117;erica19@adventure-works.com
549.452.872-45;Adrienne;Torres;F;1985-10-28 00:00:00.000;S;R. OTTO BOEHM;97;CENTRO;89217-100;JOINVILLE;SC;BRASIL;30000;1 (11) 500 555-0120;adrienne8@adventure-works.com
297.693.527-68;Calvin;Chande;M;1986-06-05 00:00:00.000;S;JOINVILLE;13670;PIRABEIRABA;89216364;JOINVILLE;SC;BRASIL;40000;1 (11) 500 555-0197;calvin13@adventure-works.com
369.935.933-59;Erick;Sai;M;1985-09-24 00:00:00.000;S;R. TENENTE ANTONIO JOAO;1830;BOM RETIRO;89224020;JOINVILLE;SC;BRASIL;40000;1 (11) 500 555-0161;erick5@adventure-works.com
949.785.481-35;Donald;Chandra;M;1983-12-09 00:00:00.000;S;PASCOAL FELLIPPI;789;VILA NOVA;89211170;JOINVILLE;SC;BRASIL;40000;1 (11) 500 555-0191;donald4@adventure-works.com
167.357.657-76;Ariana;Rogers;F;1985-12-22 00:00:00.000;S;R. EUGENIO FISCHER;34;COSTA E SILVA;89222-145;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0118;ariana17@adventure-works.com
873.224.098-50;Morgan;Jones;F;1981-01-23 00:00:00.000;S;MINISTRO CALOGERAS;956;CENTRO;89227134;JOINVILLE;SC;NULL;10000;1 (11) 500 555-0155;morgan26@adventure-works.com
211.173.682-34;Jermaine;Lopez;M;1985-03-13 00:00:00.000;S;SENADOR FELIPE SCHIMIDT;429;CENTRO;89223-100;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0181;jermaine15@adventure-works.com
583.937.247-69;Deborah;Goel;F;1985-03-27 00:00:00.000;S;LEOPOLDO FISCHER;115;ATIRADORES;89210001;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0168;deborah21@adventure-works.com
825.252.465-61;Danny;Rubio;M;1982-12-27 00:00:00.000;S;R. LEANDRO ALVES DE BRITO;299;JARDIM SOFIA;89204030;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0122;danny22@adventure-works.com
301.493.034-87;Andre;Perez;M;1985-11-27 00:00:00.000;S;SANTA IZABEL;1339;JARIVATUBA;89222060;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0112;andre20@adventure-works.com
765.093.242-85;Terrence;Chander;M;1984-09-04 00:00:00.000;S;FRANCISCO BELTRAO;133;AVENTUREIRO;89204030;JOINVILLE;SC;BRASIL;30000;1 (11) 500 555-0155;terrence16@adventure-works.com
101.068.555-45;Dawn;Wu;F;1981-11-04 00:00:00.000;S;Rua Nova Trento;235;Bom Retiro ;89222400;JOINVILLE;SC;BRASIL;40000;1 (11) 500 555-0139;dawn8@adventure-works.com
636.887.100-96;Jimmy;Gutierrez;M;1983-12-09 00:00:00.000;S;R. MARECHAL DEODORO;105;CENTRO;89205100;JOINVILLE;SC;BRASIL;40000;1 (11) 500 555-0112;jimmy14@adventure-works.com
658.247.778-05;Francis;Jimenez;M;1986-06-18 00:00:00.000;S;DES. NELSON NUNES GUIMARAES;365;ATIRADORES;89201150;JOINVILLE;SC;BRASIL;40000;1 (11) 500 555-0143;francis3@adventure-works.com
189.797.654-90;Gary;Ortega;M;1981-08-14 00:00:00.000;S;BRACO DO NORTE;790;ATIRADORES;89019330;JOINVILLE;SC;BRASIL;40000;1 (11) 500 555-0197;gary31@adventure-works.com
099.999.239-93;Katrina;Nath;F;1984-11-10 00:00:00.000;S;OTTO ARNO SCHWARTZ;67;COSTA E SILVA;89224150;JOINVILLE;SC;BRASIL;40000;1 (11) 500 555-0154;katrina17@adventure-works.com
870.816.829-21;Arturo;Sun;M;1986-06-30 00:00:00.000;S;EUGENIO MOREIRA;547;ANITA GARIBALDI;89217210;JOINVILLE;SC;BRASIL;40000;694-555-0114;arturo14@adventure-works.com
976.780.652-60;Pedro;Vance;M;1985-02-26 00:00:00.000;S;EDUARDO MIERS;102;ATIRADORES;89227410;JOINVILLE;SC;BRASIL;40000;149-555-0132;pedro4@adventure-works.com
474.764.183-11;Sarah;Simmons;F;1983-07-11 00:00:00.000;S;ALBERTINO DA ROSA;301;PIRABEIRABA;89225020;JOINVILLE;SC;BRASIL;40000;579-555-0169;sarah40@adventure-works.com
066.419.617-31;Brandy;Chandra;F;1984-08-13 00:00:00.000;S;AVAI;402;BOM RETIRO;89211610;JOINVILLE;SC;BRASIL;40000;323-555-0162;brandy20@adventure-works.com
104.814.414-47;Jared;Peterson;M;1985-03-04 00:00:00.000;S;TENENTE ANTONIO JOAO;1508;BOM RETIRO;89224125;JOINVILLE;SC;BRASIL;40000;879-555-0159;jared8@adventure-works.com
396.453.564-83;Dennis;Wu;M;1980-11-12 00:00:00.000;C;ALFREDO ROOS;105;COSTA E SILVA;89227120;JOINVILLE;SC;BRASIL;50000;724-555-0194;dennis8@adventure-works.com
601.730.286-23;Jordan;Baker;F;1981-02-02 00:00:00.000;S;RUY BARBOSA;1431;COSTA E SILVA;89201010;JOINVILLE;SC;NULL;40000;138-555-0117;jordan45@adventure-works.com
645.883.607-83;Jasmine;Powell;F;1986-05-06 00:00:00.000;S;XAVANTES;540;ATIRADORES;89226001;JOINVILLE;SC;BRASIL;60000;847-555-0156;jasmine48@adventure-works.com
763.433.003-37;Nicholas;Brown;M;1986-07-26 00:00:00.000;S;THEONESTO WESTRUPP;197;AVENTUREIRO;89200000;JOINVILLE;SC;BRASIL;60000;883-555-0144;nicholas6@adventure-works.com
619.998.513-55;Isabella;Russell;F;1983-07-06 00:00:00.000;S;R. IMBUIA;1102;BOA VISTA;89216310;JOINVILLE;SC;BRASIL;60000;168-555-0190;isabella30@adventure-works.com
517.006.863-52;Elizabeth;Wilson;F;1986-08-21 00:00:00.000;S;PARANA;431;ANITA GARIBALDI;89227-022;JOINVILLE;SC;BRASIL;60000;469-555-0110;elizabeth11@adventure-works.com
009.358.338-73;Roger;Harui;F;1984-08-09 00:00:00.000;S;RUI BARBOSA;1431;COSTA E SILVA;89227240;JOINVILLE;SC;BRASIL;30000;731-555-0184;roger4@adventure-works.com
973.410.670-08;Seth;Roberts;M;1984-01-16 00:00:00.000;S;MARACUJA;557;COM. BOA VISTA;89222490;JOINVILLE;SC;BRASIL;30000;199-555-0147;seth40@adventure-works.com
433.123.147-36;Caleb;Perry;M;1984-05-28 00:00:00.000;S;OTTO BOEHM;357;ATIRADORES;89211220;JOINVILLE;SC;BRASIL;30000;786-555-0137;caleb4@adventure-works.com
094.661.839-21;Natalie;Campbell;F;1984-01-27 00:00:00.000;S;SERVIDÃO CARLOS WESTER;80;BOM RETIRO;89222365;JOINVILLE;SC;BRASIL;20000;178-555-0147;natalie50@adventure-works.com
284.956.296-25;Alyssa;Howard;F;1985-08-05 00:00:00.000;S;VEREADOR GUILHERME ZUEGE;237;PIRABEIRABA;89223100;JOINVILLE;SC;BRASIL;20000;805-555-0188;alyssa38@adventure-works.com
267.619.292-57;Dalton;Diaz;M;1986-08-29 00:00:00.000;S;DOM BOSCO;340;BOM RETIRO;89217530;JOINVILLE;SC;NULL;30000;994-555-0158;dalton67@adventure-works.com
415.284.673-28;Shannon;Huang;F;1984-02-14 00:00:00.000;S;PROF. EUNALDO VERDI;418;JARDIM SOFIA;89210000;JOINVILLE;SC;NULL;30000;458-555-0116;shannon6@adventure-works.com
580.039.423-28;Mya;Gonzales;F;1986-07-02 00:00:00.000;S;IRACEMA LUCKOW;289;SOPHIA;89224030;JOINVILLE;SC;BRASIL;30000;211-555-0110;mya17@adventure-works.com
619.444.288-07;Katherine;Bryant;F;1986-02-02 00:00:00.000;S;HILÁRIO TEIXEIRA;45;AVENTUREIRO;89227200;JOINVILLE;SC;BRASIL;40000;802-555-0135;katherine44@adventure-works.com
